genres,keywords,title,cast,director,popularity
Comedy Family Fantasy Science Fiction,,Max Keeble's Big Move,Alex D. Linz Zena Grey Nora Dunn Larry Miller Josh Peck,Tim Hill,1.0818219999999998
Comedy Drama,jealousy dark comedy writer divorce alcoholic,Young Adult,Charlize Theron Patton Oswalt Patrick Wilson Elizabeth Reaser Collette Wolfe,Jason Reitman,16.183746
Action Thriller Crime,poison helicopter assassin nudity hitman,Crank,Jason Statham Amy Smart Jose Pablo Cantillo Efren Ramirez Dwight Yoakam,Brian Taylor,47.992816999999995
Comedy Romance,sex party friends player,Def Jam's How to Be a Player,Bill Bellamy Lark Voorhies Bernie Mac Elise Neal,Lionel C. Martin,1.20245
Comedy Drama Romance,female protagonist relationship divorce brooklyn bridge,Living Out Loud,Holly Hunter Danny DeVito Queen Latifah Martin Donovan Rachael Leigh Cook,Richard LaGravenese,0.700792
Comedy Drama Romance,woman director,Just Wright,Queen Latifah Common Paula Patton James Pickens Jr. Phylicia Rash\u0101d,Sanaa Hamri,10.409253
Drama,sister independent film maid of honor,Rachel Getting Married,Anne Hathaway Rosemarie DeWitt Sebastian Stan Roslyn Ruff Bill Irwin,Jonathan Demme,14.345428
Romance Crime Drama,sex adultery confession based on novel obsession,The Postman Always Rings Twice,Jack Nicholson Jessica Lange John Colicos Michael Lerner Anjelica Huston,Bob Rafelson,6.803763000000001
Drama Romance,painter biography painting maid,Girl with a Pearl Earring,Scarlett Johansson Colin Firth Cillian Murphy Tom Wilkinson Judy Parfitt,Peter Webber,19.944479
Action Drama History War Adventure,terror submarine based on novel atlantic ocean gibraltar,Das Boot,J\u00fcrgen Prochnow Herbert Gr\u00f6nemeyer Klaus Wennemann Hubertus Bengsch Martin Semmelrogge,Wolfgang Petersen,26.967494
Comedy,sorority cross dressing university t shirt sorority girl,Sorority Boys,Barry Watson Michael Rosenbaum Harland Williams Melissa Sagemiller Tony Denman,Wallace Wolodarsky,3.4445419999999998
Comedy Drama Science Fiction,london england father son relationship time travel,About Time,Domhnall Gleeson Rachel McAdams Bill Nighy Lydia Wilson Lindsay Duncan,Richard Curtis,74.81764100000002
Adventure Drama Action Romance,martial arts swordplay government rebellion dagger,House of Flying Daggers,Takeshi Kaneshiro Andy Lau Zhang Ziyi Song Dandan Zhao Hongfei,Zhang Yimou,21.064082
Drama Thriller,cover-up hedge fund,Arbitrage,Richard Gere Susan Sarandon Tim Roth Brit Marling Monica Raymund,Nicholas Jarecki,16.40512
Science Fiction Thriller,time travel time machine teenager found footage,Project Almanac,Jonny Weston Virginia Gardner Sofia Black-D'Elia Sam Lerner Allen Evangelista,Dean Israelite,32.940597
Drama History Music,woman director,Cadillac Records,Adrien Brody Jeffrey Wright Beyonc\u00e9 Knowles Gabrielle Union Columbus Short,Darnell Martin,13.427427
Action Comedy,,Screwed,Norm Macdonald Dave Chappelle Danny DeVito Elaine Stritch Daniel Benzali,Scott Alexander,5.359381
Action Thriller Science Fiction,prison cyborg married couple future dystopia,Fortress,Christopher Lambert Kurtwood Smith Loryn Locklin Clifton Collins Jr Jeffrey Combs,Stuart Gordon,8.708229
Comedy Drama,,For Your Consideration,Catherine O'Hara Harry Shearer Parker Posey Christopher Moynihan John Michael Higgins,Christopher Guest,4.3304279999999995
Drama Comedy,exzentrik independent film reporter ex-wife spectacle,Celebrity,Kenneth Branagh Judy Davis Joe Mantegna Leonardo DiCaprio Charlize Theron,Woody Allen,7.594593
Drama Comedy,gay sister sister relationship wife husband relationship 1970s becoming an adult,Running with Scissors,Annette Bening Brian Cox Joseph Cross Joseph Fiennes Evan Rachel Wood,Ryan Murphy,4.770194999999998
Comedy Romance,musical,From Justin to Kelly,Kelly Clarkson Justin Guarini  Brandon Henschel Greg Siff Brian Dietzen,Robert Iscove,1.623338
Comedy,independent film neighbor masturbation phone sex actress,Girl 6,Theresa Randle Isaiah Washington Spike Lee Jenifer Lewis Debi Mazar,Spike Lee,2.993939
Mystery Thriller,eroticism suspense woman director,In the Cut,Meg Ryan Mark Ruffalo Jennifer Jason Leigh Nick Damici Heather Litteer,Jane Campion,10.536092
Drama Romance,love of one's life neighbor,Two Lovers,Joaquin Phoenix Gwyneth Paltrow Isabella Rossellini Vinessa Shaw Moni Moshonov,James Gray,8.290636
Comedy Drama,based on novel war veteran male friendship death of a friend friendship,Last Orders,Michael Caine Tom Courtenay David Hemmings Bob Hoskins Helen Mirren,Fred Schepisi,3.6038419999999998
Horror Drama Science Fiction,river mobile phone bravery archer daughter,The Host,Song Kang-ho Park Hae-il Bae Doona Ko Ah-sung Byun Hee-bong,Bong Joon-ho,27.65527
Adventure Crime Thriller,,The Pursuit of D.B. Cooper,Robert Duvall Treat Williams Kathryn Harrold Ed Flanders Paul Gleason,Roger Spottiswoode,1.379643
Comedy Horror Thriller Western,winter cliff cooking cave nudity,Ravenous,Guy Pearce Robert Carlyle David Arquette Jeremy Davies Neal McDonough,Antonia Bird,9.164386
Comedy Drama,depression suicide attempt medicine new love drug addiction,Charlie Bartlett,Anton Yelchin Robert Downey Jr. Hope Davis Kat Dennings Tyler Hilton,Jon Poll,9.779444
Comedy Drama,alcohol rome vatican based on novel birthday,The Great Beauty,Toni Servillo Carlo Verdone Sabrina Ferilli Carlo Buccirosso Iaia Forte,Paolo Sorrentino,32.523573
Comedy Drama,independent film,The Dangerous Lives of Altar Boys,Emile Hirsch Kieran Culkin Jodie Foster Vincent D'Onofrio Jena Malone,Peter Care,2.2488799999999998
Drama Horror Thriller,mystery,Stoker,Mia Wasikowska Nicole Kidman Matthew Goode Dermot Mulroney Jacki Weaver,Park Chan-wook,27.322212
Fantasy Drama Science Fiction Romance,free love hotel lovesickness sexuality kung fu,2046,Tony Leung Chiu-Wai Zhang Ziyi Faye Wong Takuya Kimura Gong Li,Wong Kar-wai,12.664786999999999
Crime Drama Romance,sex jealousy lover (female) restaurant deceived husband,Married Life,Chris Cooper Pierce Brosnan Patricia Clarkson Rachel McAdams David Wenham,Ira Sachs,3.004432
Adventure Drama Family,adolescence loss of father lion south africa bullying,Duma,Alex Michaeletos Campbell Scott Mary Makhatho Nthabiseng Kenoshi Hope Davis,Carroll Ballard,4.795244
Drama Romance,alcohol mermaid wedding dress fishing net selkie,Ondine,Colin Farrell Alicja Bachleda-Curu\u015b Dervla Kirwan Alison Barry Marion O'Dwyer,Neil Jordan,5.841285
Crime Drama Thriller,brother brother relationship assassination culture clash war on drugs yakuza,Brother,Takeshi Kitano Omar Epps Claude Maki Susumu Terajima Masaya Kato,Takeshi Kitano,5.327714
Comedy,safe remake heist inner city,Welcome to Collinwood,William H. Macy Isaiah Washington Sam Rockwell Michael Jeter Luis Guzm\u00e1n,Anthony Russo,3.582733
Comedy Drama,nun satire hospital half sister,Critical Care,James Spader Kyra Sedgwick Helen Mirren Albert Brooks Anne Bancroft,Sidney Lumet,2.678715
Thriller Drama Mystery,suspense,The Life Before Her Eyes,Uma Thurman Evan Rachel Wood Eva Amurri Martino Gabrielle Brennan Brett Cullen,Vadim Perelman,9.728143
Drama Romance,aftercreditsstinger,Darling Companion,Diane Keaton Kevin Kline Sam Shepard Dianne Wiest Richard Jenkins,Lawrence Kasdan,2.303865
Drama Thriller,usa sex brother sister relationship mexico city border,Trade,Kevin Kline Cesar Ramos Paulina Gaita\u0301n Alicja Bachleda-Curu\u015b Marco P\u00e9rez,Marco Kreuzpaintner,11.237374
War Drama,budapest hungary concentration camp world war ii,Fateless,Marcell Nagy B\u00e9la D\u00f3ra B\u00e1lint P\u00e9ntek \u00c1ron Dim\u00e9ny P\u00e9ter Fancsikai,Lajos Koltai,1.906807
Comedy,wife husband relationship success author extramarital affair,Breakfast of Champions,Bruce Willis Albert Finney Nick Nolte Barbara Hershey Glenne Headly,Alan Rudolph,2.695896
Comedy Drama Thriller,,"A Woman, a Gun and a Noodle Shop",Sun Honglei Xiao Shen Yang Yan Ni Ni Dahong Zhao Benshan,Zhang Yimou,1.416796
Thriller Science Fiction Mystery,double life undercover lie wife company,Cypher,Jeremy Northam Lucy Liu Nigel Bennett Timothy Webber David Hewlett,Vincenzo Natali,11.636883000000001
Drama History War,war crimes mass murder war victim sino japanese war massacre,City of Life and Death,Liu Ye Gao Yuanyuan Hideo Nakaizumi John Paisley Beverly Peckous,Lu Chuan,4.793348
Animation Family Action Adventure Comedy,,Legend of a Rabbit,Jon Heder Tom Arnold Michael Clarke Duncan Rebecca Black Claire Geare,Lijun Sun,0.7386520000000001
Science Fiction,,Space Battleship Yamato,Hiroyuki Ikeuchi Takuya Kimura Meisa Kuroki Toshir\u014d Yanagiba Tsutomu Yamazaki,Takashi Yamazaki,5.158067
War Drama,journalist interpreter georgia europe war zone,5 Days of War,Rupert Friend Val Kilmer Andy Garc\u00eda Dean Cain Emmanuelle Chriqui,Renny Harlin,5.727602
Horror,ocean florida autism key yacht,Triangle,Melissa George Liam Hemsworth Emma Lung Rachael Carpani Michael Dorman,Christopher Smith,25.496926000000002
Drama,undercover insane asylum reporter,10 Days in a Madhouse,Caroline Barry Christopher Lambert Kelly LeBrock Julia Chantrey Alexandra Callas,Timothy Hines,0.489271
Drama,based on novel faith based on true events,Heaven is for Real,Greg Kinnear Kelly Reilly Connor Corum Thomas Haden Church Jon Ted Wynne,Randall Wallace,11.150261
Thriller Crime,gypsy bare knuckle boxing slang trailer park pig,Snatch,Jason Statham Brad Pitt Vinnie Jones Dennis Farina Benicio del Toro,Guy Ritchie,53.595686
Drama Romance,dancing competition hotel florida dance teacher,Dancin' It's On,Witney Carson Chehon Wespi-Tschopp Gary Daniels David Winters Jordan Clark,David Winters,0.18623399999999998
Drama Horror,coffin pet funeral head injury grief,Pet Sematary,Dale Midkiff Fred Gwynne Denise Crosby Brad Greenquist Michael Lombard,Mary Lambert,20.747994
Drama,,Madadayo,Tatsuo Matsumura Ky\u00f4ko Kagawa Hisashi Igawa George Tokoro Masayuki Yui,Akira Kurosawa,2.930853
Drama,suspense,The Cry of the Owl,Paddy Considine Julia Stiles Caroline Dhavernas James Gilbert Karl Pruner,Jamie Thraves,4.75919
Drama History Romance,woman director,A Tale of Three Cities,Lau Ching-Wan Tang Wei Qin Hailu Jing Boran,Mabel Cheung,0.753362
Fantasy Horror Comedy,holiday monster small town department store bars and restaurants,Gremlins,Zach Galligan Phoebe Cates Hoyt Axton Polly Holliday Dick Miller,Joe Dante,45.072136
Adventure Action Science Fiction,android galaxy hermit death star lightsaber,Star Wars,Mark Hamill Harrison Ford Carrie Fisher Peter Cushing Alec Guinness,George Lucas,126.393695
Comedy,grandfather grandson relationship grandfather road trip wedding retired,Dirty Grandpa,Zac Efron Robert De Niro Julianne Hough Aubrey Plaza Dermot Mulroney,Dan Mazer,56.805781
Drama Romance War,love triangle nurse suicide attempt loss of family world war i,Doctor Zhivago,Omar Sharif Julie Christie Geraldine Chaplin Rod Steiger Alec Guinness,David Lean,12.854853
Adventure Crime Drama Thriller,brazilian drama thriller,Trash,Rickson Tevez Eduardo Luis Gabriel Weinstein Rooney Mara Selton Mello,Stephen Daldry,14.637357000000002
Comedy Drama Family Music Romance,musical music high school coming of age teenager,High School Musical 3: Senior Year,Zac Efron Vanessa Hudgens Ashley Tisdale Lucas Grabeel Corbin Bleu,Kenny Ortega,21.801188
Drama,sport irish american documentary crew lowell massachusetts blue collar worker,The Fighter,Mark Wahlberg Christian Bale Amy Adams Melissa Leo Mickey O'Keefe,David O. Russell,31.019381
Action Comedy Documentary,wound disgust pain stunts stuntman,Jackass Number Two,Johnny Knoxville Bam Margera Steve-O Chris Pontius Ryan Dunn,Jeff Tremaine,11.227087
Comedy Drama,prison southern usa suspicion cousin court,My Cousin Vinny,Joe Pesci Ralph Macchio Marisa Tomei Mitchell Whitfield Fred Gwynne,Jonathan Lynn,19.231507
Drama,coma musician teenage girl car accident teenager,If I Stay,Chlo\u00eb Grace Moretz Jamie Blackley Liana Liberato Mireille Enos Stacy Keach,R.J. Cutler,31.162838
Action Comedy Crime,,Drive Hard,Thomas Jane John Cusack Zoe Ventoura Damien Garvey Christopher Morris,Brian Trenchard-Smith,3.94487
Comedy,baseball sport sabotage sombrero baseball field,Major League,Tom Berenger Charlie Sheen Corbin Bernsen Margaret Whitton James Gammon,David S. Ward,7.559191999999999
Comedy Family Science Fiction,solidarity snake exhibit musical shenanigan,St. Trinian's,Talulah Riley Rupert Everett Gemma Arterton Colin Firth Lena Headey,Barnaby Thompson,7.377586999999999
Thriller Drama,terrorist phone booth psychopath,Phone Booth,Colin Farrell Kiefer Sutherland Forest Whitaker Radha Mitchell Katie Holmes,Joel Schumacher,38.018085
Drama Romance,based on novel theatre group north carolina theatre milieu high school,A Walk to Remember,Mandy Moore Shane West Peter Coyote Daryl Hannah Lauren German,Adam Shankman,33.283553999999995
Drama,prison rape socially deprived family penalty death penalty,Dead Man Walking,Susan Sarandon Sean Penn Robert Prosky Raymond J. Barry R. Lee Ermey,Tim Robbins,15.864927999999999
Drama Romance Thriller,upper class sexual obsession sex bet sadistic,Cruel Intentions,Sarah Michelle Gellar Ryan Phillippe Reese Witherspoon Selma Blair Louise Fletcher,Roger Kumble,23.449703
Horror Mystery,aftercreditsstinger,Saw VI,Tobin Bell Costas Mandylor Betsy Russell Mark Rolston Peter Outerbridge,Kevin Greutert,31.900899
Comedy,moses roman empire musical stone age music,History of the World: Part I,Mel Brooks Dom DeLuise Madeline Kahn Harvey Korman Cloris Leachman,Mel Brooks,14.282314000000001
Adventure,woman director,The Secret Life of Bees,Dakota Fanning Queen Latifah Jennifer Hudson Sophie Okonedo Alicia Keys,Gina Prince-Bythewood,7.645979
Action Comedy Crime,,Corky Romano,Chris Kattan Vinessa Shaw Peter Falk Peter Berg Chris Penn,Rob Pritts,3.4957580000000004
Drama Horror Thriller Crime,,Raising Cain,John Lithgow Lolita Davidovich Steven Bauer Frances Sternhagen Gregg Henry,Brian De Palma,7.558959
Drama Action,,F.I.S.T.,Sylvester Stallone Rod Steiger Peter Boyle Melinda Dillon David Huffman,Norman Jewison,3.375208
Science Fiction,space invasion remake alien invasion,Invaders from Mars,Karen Black Hunter Carson Timothy Bottoms Laraine Newman James Karen,Tobe Hooper,4.234269
Drama Romance,love triangle based on novel homesickness vororte ship,Brooklyn,Saoirse Ronan Domhnall Gleeson Emory Cohen Jim Broadbent Julie Walters,John Crowley,39.337949
Drama Romance War,palace british army fencing epic debt,Barry Lyndon,Ryan O'Neal Marisa Berenson Hardy Kr\u00fcger Diana K\u00f6rner Frank Middlemass,Stanley Kubrick,29.543331
Comedy,manager alcohol races mountains gondola,Out Cold,Jason London Lee Majors Zach Galifianakis Victoria Silvstedt David Koechner,Brendan Malloy,4.12064
Comedy,female nudity tattoo radio cheat on husband eating contest,The Ladies Man,Tim Meadows Karyn Parsons Billy Dee Williams John Witherspoon Jill Talley,Reginald Hudlin,2.259537
Drama Comedy Romance,musician concert retired,Quartet,Maggie Smith Tom Courtenay Billy Connolly Pauline Collins Michael Gambon,Dustin Hoffman,7.7220210000000025
Comedy Romance,compulsive gambling roulette stag night group of friends,Tomcats,Jerry O'Connell Shannon Elizabeth Jake Busey Horatio Sanz Bernie Casey,Gregory Poirier,7.063053
Drama Thriller Crime,angel sheriff loss of mother 1970s texas,Frailty,Bill Paxton Matthew McConaughey Powers Boothe Matt O'Leary Jeremy Sumpter,Bill Paxton,16.003957999999994
Drama,nazis based on true story art stolen painting,Woman in Gold,Helen Mirren Ryan Reynolds Tatiana Maslany Katie Holmes Max Irons,Simon Curtis,21.204929
Drama,free love sex sexuality indiana professor,Kinsey,Liam Neeson Laura Linney Chris O'Donnell Peter Sarsgaard Timothy Hutton,Bill Condon,6.799314
Fantasy Horror Comedy,prophecy witch swordplay supermarket castle,Army of Darkness,Bruce Campbell Embeth Davidtz Marcus Gilbert Ian Abercrombie Richard Grove,Sam Raimi,33.758281
Comedy Romance,male nudity drug abuse job interview eavesdropping fall,Slackers,Jason Segel Devon Sawa Jason Schwartzman Jaime King Cameron Diaz,Dewey Nicks,9.371811
Romance Drama,brother brother relationship mentally disabled iowa widow dysfunctional family,What's Eating Gilbert Grape,Johnny Depp Leonardo DiCaprio Juliette Lewis Darlene Cates Mary Steenburgen,Lasse Hallstr\u00f6m,33.282794
Drama History,miracle jesus christ last supper bible christian,The Visual Bible: The Gospel of John,Christopher Plummer Henry Ian Cusick Stuart Bunce Daniel Kash Stephen Russell,Philip Saville,3.2081720000000002
Crime Drama,england mother role women's prison police neighbor,Vera Drake,Imelda Staunton Sally Hawkins Richard Graham Eddie Marsan Anna Keaveney,Mike Leigh,4.131918
Comedy Romance,sex indian lead dancing master new love porn actor,The Guru,Jimi Mistry Heather Graham Marisa Tomei Michael McKean Dash Mihok,Daisy von Scherler Mayer,4.093287999999999
